,data,clean_data,POS tagged,Lemma,Sentiment,Analysis
0,"  Had one of the worst experiences being a frequent flyer. Our flight from Bangkok arrived 20 minutes prior to the expected time. Collected our baggage, went through customs and other formalities just to reach the Domestic Air India counter to find out that our flight was delayed departure by 2 hours and the airport staff went let us go to the Departure Gates area as our Boarding procedure was pushed coz of the delay too. Me along with my wife and 2 kids had to unwillingly wait at the International exit where none of the few charging sockets were working and the sitting are was so crowded that restless passengers had to sleep on the floors (I'm sure many others would agree to seeing this happen) Spent 3 hours sitting on the seats with eyes full of sleep and tiredness. I assume that airlines are treating passengers according to their places of arrival and dominate passengers coz of the routes being less favorite by Delaying flights unnecessary etc. I'm shocked how a key player like Air india act so unprofessionally after being in business for a very long time. Disappointed to the core.","  Had one of the worst experiences being a frequent flyer. Our flight from Bangkok arrived 20 minutes prior to the expected time. Collected our baggage, went through customs and other formalities just to reach the Domestic Air India counter to find out that our flight was delayed departure by 2 hours and the airport staff went let us go to the Departure Gates area as our Boarding procedure was pushed coz of the delay too. Me along with my wife and 2 kids had to unwillingly wait at the International exit where none of the few charging sockets were working and the sitting are was so crowded that restless passengers had to sleep on the floors (I'm sure many others would agree to seeing this happen) Spent 3 hours sitting on the seats with eyes full of sleep and tiredness. I assume that airlines are treating passengers according to their places of arrival and dominate passengers coz of the routes being less favorite by Delaying flights unnecessary etc. I'm shocked how a key player like Air india act so unprofessionally after being in business for a very long time. Disappointed to the core.","[('one', None), ('worst', 'a'), ('experiences', 'n'), ('frequent', 'a'), ('flyer', 'n'), ('.', None), ('flight', 'n'), ('Bangkok', 'n'), ('arrived', 'v'), ('20', None), ('minutes', 'n'), ('prior', 'r'), ('expected', 'a'), ('time', 'n'), ('.', None), ('Collected', 'v'), ('baggage', 'n'), (',', None), ('went', 'v'), ('customs', 'n'), ('formalities', 'n'), ('reach', 'v'), ('Domestic', 'n'), ('Air', 'n'), ('India', 'n'), ('counter', 'n'), ('find', 'v'), ('flight', 'n'), ('delayed', 'v'), ('departure', 'n'), ('2', None), ('hours', 'n'), ('airport', 'n'), ('staff', 'n'), ('went', 'v'), ('let', 'v'), ('us', None), ('go', 'v'), ('Departure', 'n'), ('Gates', 'n'), ('area', 'n'), ('Boarding', 'n'), ('procedure', 'n'), ('pushed', 'v'), ('coz', 'n'), ('delay', 'n'), ('.', None), ('along', None), ('wife', 'n'), ('2', None), ('kids', 'n'), ('unwillingly', 'r'), ('wait', 'v'), ('International', 'n'), ('exit', 'n'), ('none', 'n'), ('charging', 'v'), ('sockets', 'n'), ('working', 'v'), ('sitting', 'n'), ('crowded', 'a'), ('restless', 'a'), ('passengers', 'n'), ('sleep', 'v'), ('floors', 'n'), ('(', None), (""'m"", 'v'), ('sure', 'a'), ('many', 'a'), ('others', 'n'), ('would', None), ('agree', 'v'), ('seeing', 'v'), ('happen', 'n'), (')', None), ('Spent', 'v'), ('3', None), ('hours', 'n'), ('sitting', 'v'), ('seats', 'n'), ('eyes', 'n'), ('full', 'a'), ('sleep', 'n'), ('tiredness', 'n'), ('.', None), ('assume', 'v'), ('airlines', 'n'), ('treating', 'v'), ('passengers', 'n'), ('according', 'v'), ('places', 'n'), ('arrival', 'n'), ('dominate', 'n'), ('passengers', 'n'), ('coz', 'n'), ('routes', 'n'), ('less', 'r'), ('favorite', 'a'), ('Delaying', 'v'), ('flights', 'n'), ('unnecessary', 'a'), ('etc', 'n'), ('.', None), (""'m"", 'v'), ('shocked', 'a'), ('key', 'a'), ('player', 'n'), ('like', None), ('Air', 'n'), ('india', 'n'), ('act', 'n'), ('unprofessionally', 'r'), ('business', 'n'), ('long', 'a'), ('time', 'n'), ('.', None), ('Disappointed', 'v'), ('core', 'n'), ('.', None)]","  one bad experience frequent flyer . flight Bangkok arrive 20 minute prior expected time . Collected baggage , go custom formality reach Domestic Air India counter find flight delay departure 2 hour airport staff go let us go Departure Gates area Boarding procedure push coz delay . along wife 2 kid unwillingly wait International exit none charge socket work sitting crowded restless passenger sleep floor ( 'm sure many others would agree see happen ) Spent 3 hour sit seat eye full sleep tiredness . assume airline treat passenger accord place arrival dominate passenger coz route less favorite Delaying flight unnecessary etc . 'm shocked key player like Air india act unprofessionally business long time . Disappointed core .",-0.5095,Negative
1,"  Bad treatment, took Air India flt no. 129 on 15th July 5.45 am departure, what I experienced was not expected from Air India. After breakfast, we had to ask for a cup of tea, which very conveniently got over just before our front row, the Steward too conveniently did turn up. Finally I had to request staff who in turn was kind enough to provide us tea, even though she was not in charge of the muddle row. It didn't end here, the same thing he repeated the same after the afternoon meals, when I requested him he said tea is over and will get it, he didn't turn up with tea till end. This type of treatment is not expected from Air India, it is also very strange that we in the middle row is served meals at the end, by this time the both the other rows are almost done with their meals, Air India is going from bad to worst, no value for money, AI is not charging anything less, than other Airlines, then why such nasty treatment to their own countrymen","  Bad treatment, took Air India flt no. 129 on 15th July 5.45 am departure, what I experienced was not expected from Air India. After breakfast, we had to ask for a cup of tea, which very conveniently got over just before our front row, the Steward too conveniently did turn up. Finally I had to request staff who in turn was kind enough to provide us tea, even though she was not in charge of the muddle row. It didn't end here, the same thing he repeated the same after the afternoon meals, when I requested him he said tea is over and will get it, he didn't turn up with tea till end. This type of treatment is not expected from Air India, it is also very strange that we in the middle row is served meals at the end, by this time the both the other rows are almost done with their meals, Air India is going from bad to worst, no value for money, AI is not charging anything less, than other Airlines, then why such nasty treatment to their own countrymen","[('Bad', 'n'), ('treatment', 'n'), (',', None), ('took', 'v'), ('Air', 'n'), ('India', 'n'), ('flt', 'v'), ('.', None), ('129', None), ('15th', None), ('July', 'n'), ('5.45', None), ('departure', 'n'), (',', None), ('experienced', 'v'), ('expected', 'v'), ('Air', 'n'), ('India', 'n'), ('.', None), ('breakfast', 'n'), (',', None), ('ask', 'v'), ('cup', 'n'), ('tea', 'n'), (',', None), ('conveniently', 'r'), ('got', 'v'), ('front', 'n'), ('row', 'n'), (',', None), ('Steward', 'n'), ('conveniently', 'r'), ('turn', 'v'), ('.', None), ('Finally', 'r'), ('request', 'v'), ('staff', 'n'), ('turn', 'n'), ('kind', 'n'), ('enough', 'a'), ('provide', 'v'), ('us', None), ('tea', 'n'), (',', None), ('even', 'r'), ('though', None), ('charge', 'n'), ('muddle', 'a'), ('row', 'n'), ('.', None), (""n't"", 'r'), ('end', 'v'), (',', None), ('thing', 'n'), ('repeated', 'v'), ('afternoon', 'n'), ('meals', 'n'), (',', None), ('requested', 'v'), ('said', 'v'), ('tea', 'n'), ('get', 'v'), (',', None), (""n't"", 'r'), ('turn', 'v'), ('tea', 'n'), ('till', 'a'), ('end', 'n'), ('.', None), ('type', 'n'), ('treatment', 'n'), ('expected', 'v'), ('Air', 'n'), ('India', 'n'), (',', None), ('also', 'r'), ('strange', 'a'), ('middle', 'a'), ('row', 'n'), ('served', 'v'), ('meals', 'n'), ('end', 'n'), (',', None), ('time', 'n'), ('rows', 'n'), ('almost', 'r'), ('done', 'v'), ('meals', 'n'), (',', None), ('Air', 'n'), ('India', 'n'), ('going', 'v'), ('bad', 'a'), ('worst', 'v'), (',', None), ('value', 'n'), ('money', 'n'), (',', None), ('AI', 'n'), ('charging', 'v'), ('anything', 'n'), ('less', 'a'), (',', None), ('Airlines', 'n'), (',', None), ('nasty', 'a'), ('treatment', 'n'), ('countrymen', 'n')]","  Bad treatment , take Air India flt . 129 15th July 5.45 departure , experience expect Air India . breakfast , ask cup tea , conveniently get front row , Steward conveniently turn . Finally request staff turn kind enough provide us tea , even though charge muddle row . n't end , thing repeat afternoon meal , request say tea get , n't turn tea till end . type treatment expect Air India , also strange middle row serve meal end , time row almost do meal , Air India go bad worst , value money , AI charge anything less , Airlines , nasty treatment countryman",-0.8934,Negative
2,  Requested a gluten free meal and was given a regular meal. I even double checked at check in about my request and although the staff couldn’t see my request was told it will be fine which it wasn’t.,  Requested a gluten free meal and was given a regular meal. I even double checked at check in about my request and although the staff couldn’t see my request was told it will be fine which it wasn’t.,"[('Requested', 'v'), ('gluten', 'a'), ('free', 'a'), ('meal', 'n'), ('given', 'v'), ('regular', 'a'), ('meal', 'n'), ('.', None), ('even', 'r'), ('double', 'r'), ('checked', 'v'), ('check', 'n'), ('request', 'n'), ('although', None), ('staff', 'n'), ('’', 'n'), ('see', 'v'), ('request', 'n'), ('told', 'v'), ('fine', 'a'), ('’', 'a'), ('.', None)]",  Requested gluten free meal give regular meal . even double check check request although staff ’ see request tell fine ’ .,0.6249,Positive
3," Worst planes I have ever been in while taking an international flight. I took same flight from Melbourne to Delhi with in a span of two weeks and both times flight was same. Flight entertainment didn't work both times even though it is direct flight for 12.5hours, Mobile charging USB plugs didn't work and Flight crew went to sleep after serving breakfast. You can imagine the torture of sitting on tiny seat with no entertainment, no mobile phone and no service. When I raised concern with customer care, they first promised to fix it by giving me 200 FFF points but then I said I prefer better service and I am happy to donate my points, then they offered me 25% of of the total flights I took. But no, nothing was given. I sent emails twice to see progress but after 3 months, nothing has been done. I paid almost double coz it was a direct flight and both times it was torture."," Worst planes I have ever been in while taking an international flight. I took same flight from Melbourne to Delhi with in a span of two weeks and both times flight was same. Flight entertainment didn't work both times even though it is direct flight for 12.5hours, Mobile charging USB plugs didn't work and Flight crew went to sleep after serving breakfast. You can imagine the torture of sitting on tiny seat with no entertainment, no mobile phone and no service. When I raised concern with customer care, they first promised to fix it by giving me 200 FFF points but then I said I prefer better service and I am happy to donate my points, then they offered me 25% of of the total flights I took. But no, nothing was given. I sent emails twice to see progress but after 3 months, nothing has been done. I paid almost double coz it was a direct flight and both times it was torture.","[('Worst', 'n'), ('planes', 'n'), ('ever', 'r'), ('taking', 'v'), ('international', 'a'), ('flight', 'n'), ('.', None), ('took', 'v'), ('flight', 'n'), ('Melbourne', 'n'), ('Delhi', 'n'), ('span', 'n'), ('two', None), ('weeks', 'n'), ('times', 'n'), ('flight', 'n'), ('.', None), ('Flight', 'n'), ('entertainment', 'n'), (""n't"", 'r'), ('work', 'v'), ('times', 'n'), ('even', 'r'), ('though', None), ('direct', 'a'), ('flight', 'n'), ('12.5hours', None), (',', None), ('Mobile', 'n'), ('charging', 'v'), ('USB', 'n'), ('plugs', 'n'), (""n't"", 'r'), ('work', 'v'), ('Flight', 'n'), ('crew', 'v'), ('went', 'v'), ('sleep', 'v'), ('serving', 'v'), ('breakfast', 'n'), ('.', None), ('imagine', 'v'), ('torture', 'n'), ('sitting', 'v'), ('tiny', 'a'), ('seat', 'n'), ('entertainment', 'n'), (',', None), ('mobile', 'a'), ('phone', 'n'), ('service', 'n'), ('.', None), ('raised', 'v'), ('concern', 'n'), ('customer', 'n'), ('care', 'n'), (',', None), ('first', 'r'), ('promised', 'v'), ('fix', 'v'), ('giving', 'v'), ('200', None), ('FFF', 'n'), ('points', 'n'), ('said', 'v'), ('prefer', 'v'), ('better', 'a'), ('service', 'n'), ('happy', 'a'), ('donate', 'v'), ('points', 'n'), (',', None), ('offered', 'v'), ('25', None), ('%', 'n'), ('total', 'a'), ('flights', 'n'), ('took', 'v'), ('.', None), (',', None), ('nothing', 'n'), ('given', 'v'), ('.', None), ('sent', 'v'), ('emails', 'n'), ('twice', 'r'), ('see', 'v'), ('progress', 'n'), ('3', None), ('months', 'n'), (',', None), ('nothing', 'n'), ('done', 'v'), ('.', None), ('paid', 'v'), ('almost', 'r'), ('double', 'a'), ('coz', 'n'), ('direct', 'a'), ('flight', 'n'), ('times', 'n'), ('torture', 'n'), ('.', None)]","  Worst plane ever take international flight . take flight Melbourne Delhi span two week time flight . Flight entertainment n't work time even though direct flight 12.5hours , Mobile charge USB plug n't work Flight crew go sleep serve breakfast . imagine torture sit tiny seat entertainment , mobile phone service . raise concern customer care , first promise fix give 200 FFF point say prefer good service happy donate point , offer 25 % total flight take . , nothing give . send email twice see progress 3 month , nothing do . pay almost double coz direct flight time torture .",0.7843,Positive
4," I have been flying for the past 21 years and never have I seen such a poorly conditioned International flight. Your flight was disgusting and dirty. The toilet situation was horrendous and had a disgusting smell all the time. Also, your entertainment service was not available for the entire 15 hr flight. The meals were exceptionally nasty and tasteless. It is such a shame to represent India with this kind of flight. The only part I was satisfied with was the service from one of your staff. She was kind and nice to everyone. I am not writing this review with the hope that you will address all your flight issues but at least I want you to acknowledge the horrible service you are providing."," I have been flying for the past 21 years and never have I seen such a poorly conditioned International flight. Your flight was disgusting and dirty. The toilet situation was horrendous and had a disgusting smell all the time. Also, your entertainment service was not available for the entire 15 hr flight. The meals were exceptionally nasty and tasteless. It is such a shame to represent India with this kind of flight. The only part I was satisfied with was the service from one of your staff. She was kind and nice to everyone. I am not writing this review with the hope that you will address all your flight issues but at least I want you to acknowledge the horrible service you are providing.","[('flying', 'v'), ('past', 'a'), ('21', None), ('years', 'n'), ('never', 'r'), ('seen', 'v'), ('poorly', 'r'), ('conditioned', 'v'), ('International', 'n'), ('flight', 'n'), ('.', None), ('flight', 'n'), ('disgusting', 'v'), ('dirty', 'n'), ('.', None), ('toilet', 'n'), ('situation', 'n'), ('horrendous', 'a'), ('disgusting', 'n'), ('smell', 'n'), ('time', 'n'), ('.', None), ('Also', 'r'), (',', None), ('entertainment', 'n'), ('service', 'n'), ('available', 'a'), ('entire', 'a'), ('15', None), ('hr', 'n'), ('flight', 'n'), ('.', None), ('meals', 'n'), ('exceptionally', 'r'), ('nasty', 'a'), ('tasteless', 'a'), ('.', None), ('shame', 'n'), ('represent', 'v'), ('India', 'n'), ('kind', 'n'), ('flight', 'n'), ('.', None), ('part', 'n'), ('satisfied', 'v'), ('service', 'n'), ('one', None), ('staff', 'n'), ('.', None), ('kind', 'n'), ('nice', 'a'), ('everyone', 'n'), ('.', None), ('writing', 'v'), ('review', 'n'), ('hope', 'n'), ('address', 'v'), ('flight', 'n'), ('issues', 'n'), ('least', 'a'), ('want', 'v'), ('acknowledge', 'v'), ('horrible', 'a'), ('service', 'n'), ('providing', 'v'), ('.', None)]","  fly past 21 year never see poorly condition International flight . flight disgust dirty . toilet situation horrendous disgusting smell time . Also , entertainment service available entire 15 hr flight . meal exceptionally nasty tasteless . shame represent India kind flight . part satisfy service one staff . kind nice everyone . write review hope address flight issue least want acknowledge horrible service provide .",-0.8134,Negative
5," Sometime around 2017 I got the patriotism bug. After avoiding Air India like a plague for years, I decided to travel with Air India. Well the first time from SFO-CCU and back wasn’t bad. However, as the years have progressed, Air India has gotten progressively worse. Yes, Air India seems to have gotten worse after the takeover of Tata. Without recounting every horror story that I have about Air India, I will simply, and briefly share my experience with Air India flying back from CCU to EWR on June 30, 2023. As we got to the airport I was prepared for the rudeness. The staff members of Indigo, Spice, etc., seemed to be treating their customers in a friendly manner, however, Air India staff seemed just sad, and pathetic. So then we get on our flight from CCU to DEL. The food is inedible, the AC doesn’t seem to be working, and the flight attendants were missing for the rest of the flight. Okay, so then we get to Delhi. Now, I don’t if it’s just an attitude issue, perhaps something cultural, in Delhi, or Air India. But Air India staff there are not only rude but also just pathetically incompetent. Somehow, I got called in for “a secondary inspection.” Apparently having a Zippo (without fuel) is not allowed by CISF. Anyway, so after being harassed by them, I get back to the gate and the Air India staff has somehow lost my boarding pass, which they had kept when I went to see the CISF people. Instead of apologizing and reissuing a pass two Air India staff kept arguing with me that they don’t have my boarding pass. Finally, they find it. Again no apology. So, I being exhausted, get on the flight. This time I had made sure to get on the flight early, since on my way to Kolkata, they could not find a space for my cabin luggage so I had to store them in two different overhead bins. So I was relieved when I saw the overhead bins empty (I had booked extra legroom seats). However, the moment I start putting my luggage, an anxious flight attendant runs towards me and starts scolding me. I inform her that it was my seat and I will keep my luggage there. She proceeds to tell me that the overhead bin is reserved for “oversized baggage.” So at this point, I lose my cool. So, let me understand this, instead of enforcing the rule regarding baggage size and weight, like a normal airline, Air India has decided to punish passengers who ARE following the rule. Anyway I told the flight attendant that I will be keeping my bag where it is and that’s that. She mumbled something about people brining 4 bags instead of 2. Whatever! However, somehow this flight attendant seemed to be the one serving my seat for the whole 14 hour flight. As expected the in-flight entertainment system did not work. Funnily the guy seating beside me had his remote literally torn off from his seat. However, I regret eating the pathetic food that Air India provided. I kid you not, the salad they gave was literally rotten. Didn’t they know that Mayonnaise rots very easily, and DOES NOT need to be warmed up? What was worse than the food was that the same flight attendant kept pushing my buttons throughout the flight. At some point, like a good passenger I had kept my trash ready to be given back to the attendant after dinner. However, when the attendant came, she seemed agitated, gestured toward the front of the flight, and said “You can throw it in."," Sometime around 2017 I got the patriotism bug. After avoiding Air India like a plague for years, I decided to travel with Air India. Well the first time from SFO-CCU and back wasn’t bad. However, as the years have progressed, Air India has gotten progressively worse. Yes, Air India seems to have gotten worse after the takeover of Tata. Without recounting every horror story that I have about Air India, I will simply, and briefly share my experience with Air India flying back from CCU to EWR on June 30, 2023. As we got to the airport I was prepared for the rudeness. The staff members of Indigo, Spice, etc., seemed to be treating their customers in a friendly manner, however, Air India staff seemed just sad, and pathetic. So then we get on our flight from CCU to DEL. The food is inedible, the AC doesn’t seem to be working, and the flight attendants were missing for the rest of the flight. Okay, so then we get to Delhi. Now, I don’t if it’s just an attitude issue, perhaps something cultural, in Delhi, or Air India. But Air India staff there are not only rude but also just pathetically incompetent. Somehow, I got called in for “a secondary inspection.” Apparently having a Zippo (without fuel) is not allowed by CISF. Anyway, so after being harassed by them, I get back to the gate and the Air India staff has somehow lost my boarding pass, which they had kept when I went to see the CISF people. Instead of apologizing and reissuing a pass two Air India staff kept arguing with me that they don’t have my boarding pass. Finally, they find it. Again no apology. So, I being exhausted, get on the flight. This time I had made sure to get on the flight early, since on my way to Kolkata, they could not find a space for my cabin luggage so I had to store them in two different overhead bins. So I was relieved when I saw the overhead bins empty (I had booked extra legroom seats). However, the moment I start putting my luggage, an anxious flight attendant runs towards me and starts scolding me. I inform her that it was my seat and I will keep my luggage there. She proceeds to tell me that the overhead bin is reserved for “oversized baggage.” So at this point, I lose my cool. So, let me understand this, instead of enforcing the rule regarding baggage size and weight, like a normal airline, Air India has decided to punish passengers who ARE following the rule. Anyway I told the flight attendant that I will be keeping my bag where it is and that’s that. She mumbled something about people brining 4 bags instead of 2. Whatever! However, somehow this flight attendant seemed to be the one serving my seat for the whole 14 hour flight. As expected the in-flight entertainment system did not work. Funnily the guy seating beside me had his remote literally torn off from his seat. However, I regret eating the pathetic food that Air India provided. I kid you not, the salad they gave was literally rotten. Didn’t they know that Mayonnaise rots very easily, and DOES NOT need to be warmed up? What was worse than the food was that the same flight attendant kept pushing my buttons throughout the flight. At some point, like a good passenger I had kept my trash ready to be given back to the attendant after dinner. However, when the attendant came, she seemed agitated, gestured toward the front of the flight, and said “You can throw it in.","[('Sometime', 'r'), ('around', None), ('2017', None), ('got', 'v'), ('patriotism', 'n'), ('bug', 'n'), ('.', None), ('avoiding', 'v'), ('Air', 'n'), ('India', 'n'), ('like', None), ('plague', 'n'), ('years', 'n'), (',', None), ('decided', 'v'), ('travel', 'v'), ('Air', 'n'), ('India', 'n'), ('.', None), ('Well', 'n'), ('first', 'a'), ('time', 'n'), ('SFO-CCU', 'n'), ('back', 'r'), ('’', 'n'), ('bad', 'a'), ('.', None), ('However', 'r'), (',', None), ('years', 'n'), ('progressed', 'v'), (',', None), ('Air', 'n'), ('India', 'n'), ('gotten', 'v'), ('progressively', 'r'), ('worse', 'r'), ('.', None), ('Yes', None), (',', None), ('Air', 'n'), ('India', 'n'), ('seems', 'v'), ('gotten', 'v'), ('worse', 'a'), ('takeover', 'n'), ('Tata', 'n'), ('.', None), ('Without', None), ('recounting', 'v'), ('every', None), ('horror', 'n'), ('story', 'n'), ('Air', 'n'), ('India', 'n'), (',', None), ('simply', 'r'), (',', None), ('briefly', 'n'), ('share', 'n'), ('experience', 'n'), ('Air', 'n'), ('India', 'n'), ('flying', 'v'), ('back', 'r'), ('CCU', 'n'), ('EWR', 'v'), ('June', 'n'), ('30', None), (',', None), ('2023', None), ('.', None), ('got', 'v'), ('airport', 'n'), ('prepared', 'v'), ('rudeness', 'n'), ('.', None), ('staff', 'n'), ('members', 'n'), ('Indigo', 'n'), (',', None), ('Spice', 'n'), (',', None), ('etc.', 'n'), (',', None), ('seemed', 'v'), ('treating', 'v'), ('customers', 'n'), ('friendly', 'a'), ('manner', 'n'), (',', None), ('however', 'r'), (',', None), ('Air', 'n'), ('India', 'n'), ('staff', 'n'), ('seemed', 'v'), ('sad', 'a'), (',', None), ('pathetic', 'a'), ('.', None), ('get', 'v'), ('flight', 'n'), ('CCU', 'n'), ('DEL', 'n'), ('.', None), ('food', 'n'), ('inedible', 'a'), (',', None), ('AC', 'n'), ('’', 'n'), ('seem', 'v'), ('working', 'v'), (',', None), ('flight', 'n'), ('attendants', 'n'), ('missing', 'v'), ('rest', 'n'), ('flight', 'n'), ('.', None), ('Okay', 'n'), (',', None), ('get', 'v'), ('Delhi', 'n'), ('.', None), (',', None), ('’', 'a'), ('’', 'v'), ('attitude', 'a'), ('issue', 'n'), (',', None), ('perhaps', 'r'), ('something', 'n'), ('cultural', 'a'), (',', None), ('Delhi', 'n'), (',', None), ('Air', 'n'), ('India', 'n'), ('.', None), ('Air', 'n'), ('India', 'n'), ('staff', 'n'), ('rude', 'v'), ('also', 'r'), ('pathetically', 'r'), ('incompetent', 'a'), ('.', None), ('Somehow', 'n'), (',', None), ('got', 'v'), ('called', 'v'), ('“', 'n'), ('secondary', 'a'), ('inspection.', 'n'), ('”', 'n'), ('Apparently', 'n'), ('Zippo', 'n'), ('(', None), ('without', None), ('fuel', 'n'), (')', None), ('allowed', 'v'), ('CISF', 'n'), ('.', None), ('Anyway', 'n'), (',', None), ('harassed', 'v'), (',', None), ('get', 'v'), ('back', 'r'), ('gate', 'n'), ('Air', 'n'), ('India', 'n'), ('staff', 'n'), ('somehow', 'r'), ('lost', 'v'), ('boarding', 'n'), ('pass', 'n'), (',', None), ('kept', 'v'), ('went', 'v'), ('see', 'v'), ('CISF', 'n'), ('people', 'n'), ('.', None), ('Instead', 'r'), ('apologizing', 'v'), ('reissuing', 'v'), ('pass', 'n'), ('two', None), ('Air', 'n'), ('India', 'n'), ('staff', 'n'), ('kept', 'v'), ('arguing', 'v'), ('’', 'a'), ('boarding', 'a'), ('pass', 'n'), ('.', None), ('Finally', 'r'), (',', None), ('find', 'v'), ('.', None), ('apology', 'n'), ('.', None), (',', None), ('exhausted', 'v'), (',', None), ('get', 'v'), ('flight', 'n'), ('.', None), ('time', 'n'), ('made', 'v'), ('sure', 'n'), ('get', 'v'), ('flight', 'n'), ('early', 'r'), (',', None), ('since', None), ('way', 'n'), ('Kolkata', 'n'), (',', None), ('could', None), ('find', 'v'), ('space', 'n'), ('cabin', 'a'), ('luggage', 'n'), ('store', 'v'), ('two', None), ('different', 'a'), ('overhead', 'n'), ('bins', 'n'), ('.', None), ('relieved', 'v'), ('saw', 'v'), ('overhead', 'a'), ('bins', 'n'), ('empty', 'v'), ('(', None), ('booked', 'v'), ('extra', 'a'), ('legroom', 'n'), ('seats', 'n'), (')', None), ('.', None), ('However', 'r'), (',', None), ('moment', 'n'), ('start', 'v'), ('putting', 'v'), ('luggage', 'n'), (',', None), ('anxious', 'a'), ('flight', 'n'), ('attendant', 'n'), ('runs', 'v'), ('towards', None), ('starts', 'v'), ('scolding', 'v'), ('.', None), ('inform', 'v'), ('seat', 'n'), ('keep', 'v'), ('luggage', 'n'), ('.', None), ('proceeds', 'v'), ('tell', 'v'), ('overhead', 'a'), ('bin', 'n'), ('reserved', 'v'), ('“', 'n'), ('oversized', 'v'), ('baggage.', 'a'), ('”', 'n'), ('point', 'n'), (',', None), ('lose', 'v'), ('cool', 'n'), ('.', None), (',', None), ('let', 'v'), ('understand', 'v'), (',', None), ('instead', 'r'), ('enforcing', 'v'), ('rule', 'n'), ('regarding', 'v'), ('baggage', 'n'), ('size', 'n'), ('weight', 'n'), (',', None), ('like', None), ('normal', 'a'), ('airline', 'n'), (',', None), ('Air', 'n'), ('India', 'n'), ('decided', 'v'), ('punish', 'v'), ('passengers', 'n'), ('following', 'v'), ('rule', 'n'), ('.', None), ('Anyway', 'r'), ('told', 'v'), ('flight', 'n'), ('attendant', 'n'), ('keeping', 'v'), ('bag', 'n'), ('’', 'n'), ('.', None), ('mumbled', 'v'), ('something', 'n'), ('people', 'n'), ('brining', 'v'), ('4', None), ('bags', 'n'), ('instead', 'r'), ('2', None), ('.', None), ('Whatever', None), ('!', None), ('However', 'r'), (',', None), ('somehow', 'r'), ('flight', 'n'), ('attendant', 'n'), ('seemed', 'v'), ('one', None), ('serving', 'v'), ('seat', 'n'), ('whole', 'a'), ('14', None), ('hour', 'n'), ('flight', 'n'), ('.', None), ('expected', 'v'), ('in-flight', 'a'), ('entertainment', 'n'), ('system', 'n'), ('work', 'n'), ('.', None), ('Funnily', 'r'), ('guy', 'n'), ('seating', 'v'), ('beside', None), ('remote', 'a'), ('literally', 'r'), ('torn', 'v'), ('seat', 'n'), ('.', None), ('However', 'r'), (',', None), ('regret', 'v'), ('eating', 'v'), ('pathetic', 'a'), ('food', 'n'), ('Air', 'n'), ('India', 'n'), ('provided', 'v'), ('.', None), ('kid', 'v'), (',', None), ('salad', 'n'), ('gave', 'v'), ('literally', 'r'), ('rotten', 'a'), ('.', None), ('’', 'n'), ('know', 'v'), ('Mayonnaise', 'n'), ('rots', 'v'), ('easily', 'r'), (',', None), ('need', 'v'), ('warmed', 'v'), ('?', None), ('worse', 'a'), ('food', 'n'), ('flight', 'n'), ('attendant', 'n'), ('kept', 'v'), ('pushing', 'v'), ('buttons', 'n'), ('throughout', None), ('flight', 'n'), ('.', None), ('point', 'n'), (',', None), ('like', None), ('good', 'a'), ('passenger', 'n'), ('kept', 'v'), ('trash', 'a'), ('ready', 'a'), ('given', 'v'), ('back', 'r'), ('attendant', 'n'), ('dinner', 'n'), ('.', None), ('However', 'r'), (',', None), ('attendant', 'n'), ('came', 'v'), (',', None), ('seemed', 'v'), ('agitated', 'a'), (',', None), ('gestured', 'v'), ('toward', None), ('front', 'n'), ('flight', 'n'), (',', None), ('said', 'v'), ('“', None), ('throw', 'v'), ('.', None)]","  Sometime around 2017 get patriotism bug . avoid Air India like plague year , decide travel Air India . Well first time SFO-CCU back ’ bad . However , year progress , Air India get progressively worse . Yes , Air India seem get bad takeover Tata . Without recount every horror story Air India , simply , briefly share experience Air India fly back CCU EWR June 30 , 2023 . get airport prepare rudeness . staff member Indigo , Spice , etc. , seem treat customer friendly manner , however , Air India staff seem sad , pathetic . get flight CCU DEL . food inedible , AC ’ seem work , flight attendant miss rest flight . Okay , get Delhi . , ’ ’ attitude issue , perhaps something cultural , Delhi , Air India . Air India staff rude also pathetically incompetent . Somehow , get call “ secondary inspection. ” Apparently Zippo ( without fuel ) allow CISF . Anyway , harass , get back gate Air India staff somehow lose boarding pas , keep go see CISF people . Instead apologize reissue pas two Air India staff keep argue ’ boarding pas . Finally , find . apology . , exhaust , get flight . time make sure get flight early , since way Kolkata , could find space cabin luggage store two different overhead bin . relieve saw overhead bin empty ( book extra legroom seat ) . However , moment start put luggage , anxious flight attendant run towards start scold . inform seat keep luggage . proceed tell overhead bin reserve “ oversized baggage. ” point , lose cool . , let understand , instead enforce rule regard baggage size weight , like normal airline , Air India decide punish passenger follow rule . Anyway tell flight attendant keep bag ’ . mumble something people brine 4 bag instead 2 . Whatever ! However , somehow flight attendant seem one serve seat whole 14 hour flight . expect in-flight entertainment system work . Funnily guy seat beside remote literally tear seat . However , regret eat pathetic food Air India provide . kid , salad give literally rotten . ’ know Mayonnaise rot easily , need warm ? bad food flight attendant keep push button throughout flight . point , like good passenger keep trash ready give back attendant dinner . However , attendant come , seem agitated , gesture toward front flight , say “ throw .",-0.9728,Negative
